1 2 531.0
1 3 2289.0
1 4 40204.0
1 5 23174.0
1 6 11576.0
1 7 1106.0
1 13 8503.0
1 14 2.0
1 15 826.0
1 16 1486.0
1 17 149.0
1 18 1308.0
1 19 560.0
1 20 2317.0
1 21 2371.0
1 22 1343.0
1 23 524.0
1 26 2.0
1 28 47.0
1 29 2.0
1 30 19.0
1 31 731.0
1 44 1.0
1 46 2.0
1 48 6.0
1 49 1.0
1 50 14.0
1 52 3.0
1 61 5.0
1 64 1.0
1 65 12.0
1 66 33.0
1 68 1.0
1 69 1.0
1 72 4.0
1 76 10.0
1 77 102.0
1 86 3.0
1 87 3.0
1 88 594.0
1 89 80.0
1 90 2613.0
1 91 2688.0
1 92 1768.0
1 93 734.0
1 94 15.0
1 95 14.0
1 100 2.0
1 103 727.0
1 106 10.0
1 107 2363.0
1 110 3528.0
1 111 17.0
1 112 24.0
1 117 9.0
1 118 46.0
1 119 803.0
1 120 1529.0
1 121 5864.0
1 122 894.0
1 123 1545.0
1 124 251.0
1 125 1409.0
1 126 289.0
1 127 982.0
1 128 3225.0
1 129 2195.0
1 130 1274.0
1 131 324.0
1 132 568.0
1 133 294.0
1 134 510.0
1 135 2152.0
1 136 913.0
1 137 413.0
1 138 1538.0
1 139 92.0
1 140 84.0
1 141 50.0
1 142 1190.0
1 143 1033.0
1 144 3.0
1 145 95.0
1 146 661.0
1 150 9.0
1 151 54.0
1 152 832.0
1 153 528.0
1 154 322.0
1 155 674.0
1 156 1254.0
1 157 1454.0
1 158 2003.0
1 159 721.0
1 160 983.0
1 163 403.0
1 164 10.0
1 166 439.0
1 167 161.0
1 170 3.0
1 172 775.0
1 173 46.0
1 174 107.0
1 175 286.0
1 176 2414.0
1 177 520.0
1 178 3308.0
2 4 192.0
2 5 310.0
2 6 715.0
2 7 55.0
2 13 49.0
2 16 137.0
2 17 73.0
2 18 2021.0
2 19 163.0
2 20 659.0
2 21 812.0
2 22 299.0
2 23 3019.0
2 26 1.0
2 29 1.0
2 46 10.0
2 48 86.0
2 49 1.0
2 50 38.0
2 52 40.0
2 62 2.0
2 63 2.0
2 68 6.0
2 70 2.0
2 86 2.0
2 87 2.0
2 88 13.0
2 90 20.0
2 91 1.0
2 93 20.0
2 95 148.0
2 98 6.0
2 103 28.0
2 107 27.0
2 110 39.0
2 117 30.0
2 118 231.0
2 119 106.0
2 120 479.0
2 121 213.0
2 122 114.0
2 123 112.0
2 124 19.0
2 125 119.0
2 126 135.0
2 127 531.0
2 128 463.0
2 129 174.0
2 130 264.0
2 131 25.0
2 132 156.0
2 133 792.0
2 134 203.0
2 135 900.0
2 136 1124.0
2 137 772.0
2 138 2484.0
2 139 30.0
2 140 1756.0
2 141 1642.0
2 143 2205.0
2 144 1.0
2 145 937.0
2 146 845.0
2 150 22.0
2 151 582.0
2 152 46.0
2 153 61.0
2 154 77.0
2 155 417.0
2 156 1830.0
2 157 6213.0
2 158 363.0
2 159 1845.0
2 160 248.0
2 163 748.0
2 166 15.0
2 170 1.0
2 172 9.0
2 175 1.0
2 176 813.0
2 177 317.0
2 178 180.0
3 4 4057.0
3 5 3463.0
3 6 322.0
3 7 1.0
3 13 4492.0
3 14 11.0
3 15 1836.0
3 16 700.0
3 17 400.0
3 19 80.0
3 20 37.0
3 21 27.0
3 22 5.0
3 23 1.0
3 29 7.0
3 30 99.0
3 31 1353.0
3 33 12.0
3 45 3.0
3 46 68.0
3 48 15.0
3 49 13.0
3 50 50.0
3 89 1.0
3 90 1.0
3 95 9.0
3 107 8.0
3 119 53.0
3 120 44.0
3 121 83.0
3 122 7.0
3 123 7.0
3 126 14.0
3 127 3.0
3 128 21.0
3 129 3.0
3 130 3.0
3 132 1.0
3 135 2.0
3 137 3.0
3 138 3.0
3 139 2.0
3 140 1.0
3 142 4000.0
3 143 150.0
3 145 143.0
3 146 616.0
3 148 1.0
3 149 3.0
3 150 10.0
3 151 63.0
3 152 2215.0
3 153 1.0
3 154 2.0
3 155 10.0
3 156 5.0
3 157 2.0
3 158 90.0
3 159 8.0
3 160 5.0
3 172 1.0
3 174 1.0
3 175 3.0
3 176 23.0
3 177 3.0
3 178 20.0
4 5 34297.0
4 6 17199.0
4 7 1293.0
4 13 11283.0
4 14 74.0
4 15 840.0
4 16 2623.0
4 17 189.0
4 18 1847.0
4 19 1273.0
4 20 3030.0
4 21 2749.0
4 22 2737.0
4 23 590.0
4 25 3.0
4 28 18.0
4 29 3.0
4 30 110.0
4 31 1153.0
4 33 6.0
4 35 17.0
4 46 7.0
4 48 2.0
4 49 2.0
4 50 14.0
4 52 4.0
4 62 2.0
4 65 5.0
4 66 2.0
4 76 1.0
4 77 37.0
4 85 1.0
4 86 4.0
4 87 3.0
4 88 372.0
4 89 18.0
4 90 1240.0
4 91 1012.0
4 92 737.0
4 93 432.0
4 94 3.0
4 95 4.0
4 100 1.0
4 103 134.0
4 104 1.0
4 107 611.0
4 110 1643.0
4 112 2.0
4 117 10.0
4 118 23.0
4 119 418.0
4 120 785.0
4 121 1612.0
4 122 501.0
4 123 345.0
4 124 134.0
4 125 539.0
4 126 254.0
4 127 635.0
4 128 908.0
4 129 954.0
4 130 624.0
4 131 174.0
4 132 433.0
4 133 402.0
4 134 313.0
4 135 1328.0
4 136 547.0
4 137 362.0
4 138 1691.0
4 139 108.0
4 140 123.0
4 141 19.0
4 142 2221.0
4 143 1251.0
4 144 4.0
4 145 88.0
4 146 1065.0
4 150 5.0
4 151 84.0
4 152 987.0
4 153 355.0
4 154 261.0
4 155 591.0
4 156 1664.0
4 157 923.0
4 158 2800.0
4 159 880.0
4 160 853.0
4 161 11.0
4 163 388.0
4 164 5.0
4 166 296.0
4 167 98.0
4 170 2.0
4 172 442.0
4 173 13.0
4 174 5.0
4 175 113.0
4 176 1066.0
4 177 339.0
4 178 814.0
4 179 1.0
4 180 2.0
5 6 24982.0
5 7 1360.0
5 13 15062.0
5 14 13.0
5 15 1419.0
5 16 4366.0
5 17 792.0
